category,driver,variable
chem,nutrients,[NH4]+ [µmol/l]
chem,nutrients,[NH4]2 SO4 [%]
chem,nutrients,[NO2]- [mg/l]
chem,nutrients,[NO2]- [µg-at/l]
chem,nutrients,[NO2]- [µmol/l]
chem,nutrients,[NO3]- [mg/l]
chem,nutrients,[NO3]- [µg/kg]
chem,nutrients,[NO3]- [µg/m**3]
chem,nutrients,[NO3]- [µmol/l]
chem,nutrients,[PO4]3- [µmol/l]
chem,nutrients,nitracline [m]
cryo,glacier,Balance summer [m]
cryo,glacier,Balance winter [m]
cryo,glacier,Glac dis [10**12 kg/a]
cryo,glacier,Glac dis [m**3/s]
cryo,glacier,Glac ice thick [m]
cryo,glacier,Glac mass flux [10**12 kg/km/a]
cryo,glacier,Glac w [km]
cryo,glacier,Net balance [m]
cryo,glacier,Net balance with calving [m]
cryo,glacier,Net balance without calving [m]
cryo,glacier,RGI 6.0 ID
cryo,glacier,Summer balance [m]
cryo,glacier,Winter balance [m]
cryo,glacier,ablation [m w.e.]
cryo,glacier,area_1936 [m^2]
cryo,glacier,area_1990 [m^2]
cryo,glacier,area_2010 [m^2]
cryo,glacier,area_one_sigma_1936 [m^2]
cryo,glacier,area_one_sigma_1990 [m^2]
cryo,glacier,area_one_sigma_2010 [m^2]
cryo,glacier,cumulative mass balance [m]
cryo,glacier,cumulative mass balance with calving [m]
cryo,glacier,cumulative mass balance without calving [m]
cryo,glacier,glacier ice area rate [km2 yr-1]
cryo,glacier,glacier ice surface velocity [m yr-1]
cryo,glacier,glacier ice thickness flux gate [m]
cryo,glacier,glacier ice thickness front [m]
cryo,glacier,glacier mass balance ablation [Gt yr-1]
cryo,glacier,glacier mass balance calving [Gt yr-1]
cryo,glacier,glacier mass balance front [Gt yr-1]
cryo,glacier,ice depth [m]
cryo,glacier,ice temp T1 [°C]
cryo,glacier,ice temp T2 [°C]
cryo,glacier,ice temp T3 [°C]
cryo,glacier,ice temp T4 [°C]
cryo,glacier,ice temp T5 [°C]
cryo,glacier,ice temp T6 [°C]
cryo,glacier,ice temp T7 [°C]
cryo,glacier,ice temp T8 [°C]
cryo,glacier,slope_1936
cryo,glacier,slope_1990
cryo,glacier,slope_2010
cryo,glacier,snow depth [m]
cryo,glacier,volume_1936 [m^3]
cryo,glacier,volume_1990 [m^3]
cryo,glacier,volume_2010 [m^3]
cryo,runoff,Q [m**3/s]
cryo,runoff,Q [m3/s]
cryo,runoff,Q day mean [m**3/s]
cryo,sea ice,Density snow [kg/m**3]
cryo,sea ice,Depth ice/snow [m]
cryo,sea ice,Di [code]
cryo,sea ice,Dirty ice conc [%]
cryo,sea ice,Draft [m]
cryo,sea ice,EsEs [m]
cryo,sea ice,EsEs acc [cm]
cryo,sea ice,Floe size [m]
cryo,sea ice,Floe size max [m]
cryo,sea ice,IP [km**3/day]
cryo,sea ice,I_s [code]
cryo,sea ice,Ice conc [tenths]
cryo,sea ice,Ice cov [%]
cryo,sea ice,Ice extent
cryo,sea ice,Ice loss [km**3/a]
cryo,sea ice,Ice thick [m]
cryo,sea ice,Ice type prev conc [%]
cryo,sea ice,Ice vol change [km**3]
cryo,sea ice,Icebergs [#]
cryo,sea ice,N INP [#/l]
cryo,sea ice,N INP air [#/l]
cryo,sea ice,New ice [%]
cryo,sea ice,Old ice [%]
cryo,sea ice,Open water [annual days]
cryo,sea ice,Open water [end date]
cryo,sea ice,Open water [start date]
cryo,sea ice,SIC d [months/a]
cryo,sea ice,SWE [kg/m**2]
cryo,sea ice,SWE [m]
cryo,sea ice,SWE [mm]
cryo,sea ice,SWE unc [m]
cryo,sea ice,Sea ice
cryo,sea ice,Sea ice conc [%]
cryo,sea ice,Sea ice draft [m]
cryo,sea ice,Sea ice thickness [cm]
cryo,sea ice,Snow
cryo,sea ice,"Snow density, unc [kg/m**3]"
cryo,sea ice,Snow depth [cm]
cryo,sea ice,"Snow depth, unc [m]"
cryo,sea ice,Snow grain size [mm]
cryo,sea ice,Snow h [m]
cryo,sea ice,Snow line [m a.s.l.]
cryo,sea ice,Snow thick [m]
cryo,sea ice,Thin ice [%]
cryo,sea ice,bi [code]
cryo,sea ice,ci [code]
cryo,sea ice,ice area [km2]
cryo,sea ice,ice cover [%]
cryo,sea ice,ice extent [km^2]
cryo,sea ice,open water days annually [days]
cryo,sea ice,open water events annually [n]
cryo,sea ice,sea ice cover [proportion]
cryo,sea ice,sea ice snow thickness [cm]
cryo,sea ice,t [°C]
cryo,sea ice,zi [code]
phys,light,C fix std dev [±]
phys,light,Depth 1% PAR [m]
phys,light,Ed_PAR [W/m**2]
phys,light,Ed_PAR_abs [µmol/m**2/s]
phys,light,Ei_PAR [W/m**2]
phys,light,Ei_PAR_abs [µmol/m**2/s]
phys,light,Fv/Fm
phys,light,Ld_PAR [W/m**2]
phys,light,Ld_PAR_abs [µmol/m**2/s]
phys,light,PAR
phys,light,PAR [%]
phys,light,PAR [µmol m-2 s-1]
phys,light,PAR [µmol photons m-2 sec-1]
phys,light,PAR [µmol quanta/m**2/s]
phys,light,PAR [µmol/m**2/s/sr]
phys,light,PAR [µmol/m**2/s]
phys,light,PAR std dev [±]
phys,light,PSC [µg/l]
phys,light,SPAR
phys,light,SPM [mg/l]
phys,light,Sed rate [cm/ka]
phys,light,TSS [mg/l]
phys,light,Tf_PAR [%]
phys,light,Tm_PAR [%]
phys,light,Turbidity [FTU]
phys,light,Turbidity [NTU]
phys,light,Turbidity [arbitrary units]
phys,light,UV-A [W*m^2]
phys,light,UV-B [W*m^2]
phys,light,UVA
phys,light,UVB
phys,light,alpha [µmol electrons/µmol quanta]
phys,light,alpha [µmol/(µE/m**2/s)/mg Chl a/h]
phys,light,alpha std dev [±]
phys,light,turbidity
phys,light,turbidity [FTU]
phys,light,turbidity [NTU]
phys,light,turbidity [mg l-1]
phys,salinity,ASAL [g/kg]
phys,salinity,Sal
phys,salinity,Sal interp
phys,salinity,cndc [S m-1]
phys,salinity,cond [S m]
phys,salinity,density [kg m-3]
phys,salinity,"density [sigma-theta, kg m-3]"
phys,salinity,pres [dbar]
phys,salinity,pres [kg cm-2]
phys,salinity,sal
phys,salinity,sal [g kg-1]
phys,sea temp,CMT [°C]
phys,sea temp,GDD5 [days]
phys,sea temp,MAGT [°C]
phys,sea temp,MAT [°C]
phys,sea temp,MAT max [°C]
phys,sea temp,MAT min [°C]
phys,sea temp,MLD [m]
phys,sea temp,SST (1-12) [°C]
phys,sea temp,SST anomaly [°C]
phys,sea temp,SST sum [°C]
phys,sea temp,SST sum max [°C]
phys,sea temp,SST sum min [°C]
phys,sea temp,SST win [°C]
phys,sea temp,T cal [°C]
phys,sea temp,T grad [10**-3 °C/cm]
phys,sea temp,T grad [mK/m]
phys,sea temp,T ground [°C]
phys,sea temp,T intern [°C]
phys,sea temp,T sum [°C]
phys,sea temp,T tech [°C]
phys,sea temp,T win [°C]
phys,sea temp,Tcon [°C]
phys,sea temp,Temp [°C]
phys,sea temp,Temp interp [°C]
phys,sea temp,Temp max [°C]
phys,sea temp,Temp min [°C]
phys,sea temp,Tequ [°C]
phys,sea temp,Tmax [°C]
phys,sea temp,Tpot [°C]
phys,sea temp,WMT [°C]
phys,sea temp,delta T [°C]
phys,sea temp,pot temp [°C]
phys,sea temp,temp [°C]
soc,fisheries,Advice - Atlantic cod [pieces]
soc,fisheries,Advice - Grenland halibut [pieces]
soc,fisheries,Advice - Prawns [pieces]
soc,fisheries,Arctic char - Boats - Coastal - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Arctic char - Boats - Coastal - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Arctic char - Dinghies - Coastal - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Arctic char - Dinghies - Coastal - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Arctic char - Dinghies - Coastal - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,Atlantic cod - Boats - Coastal - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Atlantic cod - Boats - Coastal - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Atlantic cod - Boats - Coastal - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Atlantic cod - Boats - Coastal - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,"Atlantic cod - Boats - Coastal [1,000 DKK]"
soc,fisheries,Atlantic cod - Boats - Coastal [Tonnes]
soc,fisheries,Atlantic cod - Dinghies - Coastal - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Atlantic cod - Dinghies - Coastal - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Atlantic cod - Dinghies - Coastal - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Atlantic cod - Dinghies - Coastal - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,"Atlantic cod - Dinghies - Coastal [1,000 DKK]"
soc,fisheries,Atlantic cod - Dinghies - Coastal [Tonnes]
soc,fisheries,"Atlantic cod - Trawlers - Coastal [1,000 DKK]"
soc,fisheries,Atlantic cod - Trawlers - Coastal [Tonnes]
soc,fisheries,Atlantic cod - Trawlers - Offshore - Foreign vessel - Quarter 1 [Tonnes]
soc,fisheries,Atlantic cod - Trawlers - Offshore - Foreign vessel - Quarter 2 [Tonnes]
soc,fisheries,Atlantic cod - Trawlers - Offshore - Foreign vessel - Quarter 3 [Tonnes]
soc,fisheries,Atlantic cod - Trawlers - Offshore - Foreign vessel - Quarter 4 [Tonnes]
soc,fisheries,Atlantic cod - Trawlers - Offshore - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Atlantic cod - Trawlers - Offshore - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Atlantic cod - Trawlers - Offshore - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Atlantic cod - Trawlers - Offshore - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,"Atlantic cod - Trawlers - Offshore [1,000 DKK]"
soc,fisheries,Atlantic cod - Trawlers - Offshore [Tonnes]
soc,fisheries,Atlantic halibut - Boats - Coastal - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Atlantic halibut - Boats - Coastal - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Atlantic halibut - Boats - Coastal - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Atlantic halibut - Boats - Coastal - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,"Atlantic halibut - Boats - Coastal [1,000 DKK]"
soc,fisheries,Atlantic halibut - Boats - Coastal [Tonnes]
soc,fisheries,Atlantic halibut - Dinghies - Coastal - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Atlantic halibut - Dinghies - Coastal - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Atlantic halibut - Dinghies - Coastal - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Atlantic halibut - Dinghies - Coastal - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,"Atlantic halibut - Dinghies - Coastal [1,000 DKK]"
soc,fisheries,Atlantic halibut - Dinghies - Coastal [Tonnes]
soc,fisheries,Atlantic halibut - Trawlers - Offshore - Foreign vessel - Quarter 1 [Tonnes]
soc,fisheries,Atlantic halibut - Trawlers - Offshore - Foreign vessel - Quarter 2 [Tonnes]
soc,fisheries,Atlantic halibut - Trawlers - Offshore - Foreign vessel - Quarter 3 [Tonnes]
soc,fisheries,Atlantic halibut - Trawlers - Offshore - Foreign vessel - Quarter 4 [Tonnes]
soc,fisheries,Atlantic halibut - Trawlers - Offshore - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Atlantic halibut - Trawlers - Offshore - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Atlantic halibut - Trawlers - Offshore - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Atlantic halibut - Trawlers - Offshore - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,"Atlantic halibut - Trawlers - Offshore [1,000 DKK]"
soc,fisheries,Atlantic halibut - Trawlers - Offshore [Tonnes]
soc,fisheries,"Atlantic salmon - Boats - Coastal [1,000 DKK]"
soc,fisheries,Atlantic salmon - Boats - Coastal [Tonnes]
soc,fisheries,"Atlantic salmon - Dinghies - Coastal [1,000 DKK]"
soc,fisheries,Atlantic salmon - Dinghies - Coastal [Tonnes]
soc,fisheries,Average kilo price - Cod - fillet - total [index]
soc,fisheries,Average kilo price - Cod - fillet [index]
soc,fisheries,Average kilo price - Cod - salted - total [index]
soc,fisheries,Average kilo price - Cod - salted [index]
soc,fisheries,Average kilo price - Cod - total - total [index]
soc,fisheries,Average kilo price - Cod - total [index]
soc,fisheries,Average kilo price - Cod - whole - total [index]
soc,fisheries,Average kilo price - Cod - whole [index]
soc,fisheries,Average kilo price - Grl. halibut - fillet - total [index]
soc,fisheries,Average kilo price - Grl. halibut - fillet [index]
soc,fisheries,Average kilo price - Grl. halibut - other - total [index]
soc,fisheries,Average kilo price - Grl. halibut - other [index]
soc,fisheries,Average kilo price - Grl. halibut - total - total [index]
soc,fisheries,Average kilo price - Grl. halibut - total [index]
soc,fisheries,Average kilo price - Grl. halibut - whole - total [index]
soc,fisheries,Average kilo price - Grl. halibut - whole [index]
soc,fisheries,Average kilo price - Shrimp - peeled - total [index]
soc,fisheries,Average kilo price - Shrimp - peeled [index]
soc,fisheries,Average kilo price - Shrimp - total - total [index]
soc,fisheries,Average kilo price - Shrimp - total [index]
soc,fisheries,Average kilo price - Shrimp must - total [index]
soc,fisheries,Average kilo price - Shrimp must [index]
soc,fisheries,Blue ling - Dinghies - Coastal - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Blue ling - Dinghies - Coastal - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Blue ling - Trawlers - Offshore - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Blue whiting - Trawlers - Offshore - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Blue whiting - Trawlers - Offshore - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Blue whiting - Trawlers - Offshore - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Blue whiting - Trawlers - Offshore - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,Bycatch - Trawlers - Coastal - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Bycatch - Trawlers - Coastal - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Bycatch - Trawlers - Coastal - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Bycatch - Trawlers - Coastal - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,Bycatch - Trawlers - Offshore - Foreign vessel - Quarter 1 [Tonnes]
soc,fisheries,Bycatch - Trawlers - Offshore - Foreign vessel - Quarter 2 [Tonnes]
soc,fisheries,Bycatch - Trawlers - Offshore - Foreign vessel - Quarter 3 [Tonnes]
soc,fisheries,Bycatch - Trawlers - Offshore - Foreign vessel - Quarter 4 [Tonnes]
soc,fisheries,Bycatch - Trawlers - Offshore - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Bycatch - Trawlers - Offshore - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Bycatch - Trawlers - Offshore - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Bycatch - Trawlers - Offshore - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,CO2 emissions [tonnes]
soc,fisheries,CO2 emissions in port [tonnes; mean]
soc,fisheries,CO2 emissions in port [tonnes; sum]
soc,fisheries,CO2 emissions total [tonnes; mean]
soc,fisheries,CO2 emissions total [tonnes; sum]
soc,fisheries,Calls [Cargo boats]
soc,fisheries,Calls [Fishing boats]
soc,fisheries,Calls [Navy / Coast Guard]
soc,fisheries,Calls [Other vessels]
soc,fisheries,Calls [Pilot boat]
soc,fisheries,Calls [Polar / Nordsyssel]
soc,fisheries,Calls [Teaching / research]
soc,fisheries,Capelin - Boats - Coastal - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Capelin - Boats - Coastal - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,"Capelin - Boats - Coastal [1,000 DKK]"
soc,fisheries,Capelin - Boats - Coastal [Tonnes]
soc,fisheries,Capelin - Dinghies - Coastal - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Capelin - Dinghies - Coastal - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Capelin - Dinghies - Coastal - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,"Capelin - Dinghies - Coastal [1,000 DKK]"
soc,fisheries,Capelin - Dinghies - Coastal [Tonnes]
soc,fisheries,Capelin - Trawlers - Offshore - Foreign vessel - Quarter 4 [Tonnes]
soc,fisheries,Capelin - Trawlers - Offshore - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Capelin - Trawlers - Offshore - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Capelin - Trawlers - Offshore - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,Catch - Atlantic cod [pieces]
soc,fisheries,Catch - Grenland halibut [pieces]
soc,fisheries,Catch - Prawns [pieces]
soc,fisheries,Catfishes - Boats - Coastal - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Catfishes - Boats - Coastal - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Catfishes - Boats - Coastal - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Catfishes - Boats - Coastal - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,Catfishes - Dinghies - Coastal - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Catfishes - Dinghies - Coastal - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Catfishes - Dinghies - Coastal - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Catfishes - Dinghies - Coastal - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,Catfishes - Trawlers - Offshore - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Catfishes - Trawlers - Offshore - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Catfishes - Trawlers - Offshore - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Catfishes - Trawlers - Offshore - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,"Chars - Boats - Coastal [1,000 DKK]"
soc,fisheries,Chars - Boats - Coastal [Tonnes]
soc,fisheries,"Chars - Dinghies - Coastal [1,000 DKK]"
soc,fisheries,Chars - Dinghies - Coastal [Tonnes]
soc,fisheries,Deep sea prawn - Trawlers - Coastal - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Deep sea prawn - Trawlers - Coastal - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Deep sea prawn - Trawlers - Coastal - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Deep sea prawn - Trawlers - Coastal - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,Deep sea prawn - Trawlers - Offshore - Foreign vessel - Quarter 1 [Tonnes]
soc,fisheries,Deep sea prawn - Trawlers - Offshore - Foreign vessel - Quarter 2 [Tonnes]
soc,fisheries,Deep sea prawn - Trawlers - Offshore - Foreign vessel - Quarter 3 [Tonnes]
soc,fisheries,Deep sea prawn - Trawlers - Offshore - Foreign vessel - Quarter 4 [Tonnes]
soc,fisheries,Deep sea prawn - Trawlers - Offshore - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Deep sea prawn - Trawlers - Offshore - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Deep sea prawn - Trawlers - Offshore - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Deep sea prawn - Trawlers - Offshore - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,"Export -  total - total [1,000 DKK]"
soc,fisheries,Export -  total - total [Tonnes]
soc,fisheries,"Export -  total [1,000 DKK]"
soc,fisheries,Export -  total [Tonnes]
soc,fisheries,"Export - Cod - dried or salted/whole or fillet - total [1,000 DKK]"
soc,fisheries,Export - Cod - dried or salted/whole or fillet - total [Kg price]
soc,fisheries,Export - Cod - dried or salted/whole or fillet - total [Tonnes]
soc,fisheries,"Export - Cod - dried or salted/whole or fillet [1,000 DKK]"
soc,fisheries,Export - Cod - dried or salted/whole or fillet [Kg price]
soc,fisheries,Export - Cod - dried or salted/whole or fillet [Tonnes]
soc,fisheries,"Export - Cod - frozen fillet - total [1,000 DKK]"
soc,fisheries,Export - Cod - frozen fillet - total [Kg price]
soc,fisheries,Export - Cod - frozen fillet - total [Tonnes]
soc,fisheries,"Export - Cod - frozen fillet [1,000 DKK]"
soc,fisheries,Export - Cod - frozen fillet [Kg price]
soc,fisheries,Export - Cod - frozen fillet [Tonnes]
soc,fisheries,"Export - Cod - frozen whole - total [1,000 DKK]"
soc,fisheries,Export - Cod - frozen whole - total [Kg price]
soc,fisheries,Export - Cod - frozen whole - total [Tonnes]
soc,fisheries,"Export - Cod - frozen whole [1,000 DKK]"
soc,fisheries,Export - Cod - frozen whole [Kg price]
soc,fisheries,Export - Cod - frozen whole [Tonnes]
soc,fisheries,"Export - Cod total - total [1,000 DKK]"
soc,fisheries,Export - Cod total - total [Kg price]
soc,fisheries,Export - Cod total - total [Tonnes]
soc,fisheries,"Export - Cod total [1,000 DKK]"
soc,fisheries,Export - Cod total [Kg price]
soc,fisheries,Export - Cod total [Tonnes]
soc,fisheries,"Export - Crabs - total [1,000 DKK]"
soc,fisheries,Export - Crabs - total [Kg price]
soc,fisheries,Export - Crabs - total [Tonnes]
soc,fisheries,"Export - Crabs [1,000 DKK]"
soc,fisheries,Export - Crabs [Kg price]
soc,fisheries,Export - Crabs [Tonnes]
soc,fisheries,"Export - Fish - dried or salted or smoked [NOK 1,000]"
soc,fisheries,"Export - Fish - fresh or frozen [NOK 1,000]"
soc,fisheries,"Export - Fish or Other - prepared or preserved [NOK 1,000]"
soc,fisheries,Export - Fish-farm bred salmon - fresh or chilled [NOK/kg]
soc,fisheries,Export - Fish-farm bred salmon - fresh or chilled [Tonnes]
soc,fisheries,Export - Fish-farm bred salmon - frozen [NOK/kg]
soc,fisheries,Export - Fish-farm bred salmon - frozen [Tonnes]
soc,fisheries,"Export - Halibut - fillet - total [1,000 DKK]"
soc,fisheries,Export - Halibut - fillet - total [Kg price]
